position,noseX,noseY,neckX,neckY,rshoulderX,rshoulderY,relbowX,relbowY,rwristX,rwristY,lshoulderX,lshoulderY,lelbowX,lelbowY,lwristX,lwristY,midhipX,midhipY,rhipX,rhipY,rkneeX,rkneeY,rankleX,rankleY,lhipX,lhipY,lkneeX,lkneeY,lankleX,lankleY,reyeX,reyeY,leyeX,leyeY
sitting,0.0,0.0,0.2301829268292683,0.7961956521739131,0.24085365853658536,0.7989130434782609,0.25,0.7554347826086957,0.2530487804878049,0.7228260869565217,0.21798780487804878,0.7961956521739131,0.20426829268292682,0.7608695652173914,0.0,0.0,0.23932926829268292,0.7255434782608696,0.25,0.7010869565217391,0.0,0.0,0.22103658536585366,0.7282608695652174,0.2225609756097561,0.7065217391304348,0.22408536585365854,0.6630434782608696,0.0,0.0,0.0,0.0,0.0,0.0
standing,0.4496951219512195,0.8342391304347826,0.4527439024390244,0.7472826086956521,0.4146341463414634,0.7418478260869565,0.39634146341463417,0.6304347826086957,0.34603658536585363,0.6059782608695652,0.4878048780487805,0.75,0.5076219512195121,0.6413043478260869,0.5579268292682927,0.6168478260869565,0.43902439024390244,0.5489130434782609,0.4527439024390244,0.3722826086956522,0.45884146341463417,0.22282608695652173,0.4817073170731707,0.5570652173913043,0.4771341463414634,0.3804347826086957,0.4801829268292683,0.3097826086956522,0.4405487804878049,0.845108695652174,0.4573170731707317,0.8478260869565217,0.43140243902439024,0.8260869565217391
standing,0.6615853658536586,0.5869565217391304,0.6935975609756098,0.5733695652173914,0.6859756097560976,0.5652173913043479,0.6615853658536586,0.4782608695652174,0.625,0.4809782608695652,0.6996951219512195,0.5815217391304348,0.6661585365853658,0.5163043478260869,0.6234756097560976,0.49184782608695654,0.7012195121951219,0.3804347826086957,0.7012195121951219,0.2663043478260869,0.7088414634146342,0.18478260869565222,0.7195121951219512,0.38315217391304346,0.7210365853658537,0.26358695652173914,0.7439024390243902,0.13586956521739135,0.0,0.0,0.663109756097561,0.6005434782608696,0.0,0.0
sitting,0.6753048780487805,0.7282608695652174,0.7637195121951219,0.6168478260869565,0.7987804878048781,0.6331521739130435,0.0,0.0,0.0,0.0,0.7317073170731707,0.6059782608695652,0.6920731707317073,0.36684782608695654,0.6463414634146342,0.24728260869565222,0.7926829268292683,0.20108695652173914,0.0,0.0,0.0,0.0,0.7088414634146342,0.2119565217391305,0.5091463414634146,0.19836956521739135,0.5701219512195121,0.05434782608695654,0.0,0.0,0.6798780487804879,0.7527173913043479,0.0,0.0
standing,0.9176829268292683,0.2934782608695652,0.9237804878048781,0.28260869565217395,0.9146341463414634,0.27989130434782605,0.9146341463414634,0.26086956521739135,0.913109756097561,0.2554347826086957,0.9314024390243902,0.28260869565217395,0.9420731707317073,0.26358695652173914,0.9405487804878049,0.24456521739130432,0.9222560975609756,0.23641304347826086,0.9192073170731707,0.2092391304347826,0.9192073170731707,0.1875,0.9329268292682927,0.23913043478260865,0.9451219512195121,0.21739130434782605,0.9557926829268293,0.18478260869565222,0.9161585365853658,0.29891304347826086,0.9192073170731707,0.29891304347826086,0.0,0.0
standing,0.6280487804878049,0.2934782608695652,0.6341463414634146,0.27717391304347827,0.6234756097560976,0.2744565217391305,0.6204268292682927,0.25,0.6219512195121951,0.2309782608695652,0.6448170731707317,0.27989130434782605,0.6554878048780488,0.2527173913043478,0.6539634146341463,0.2309782608695652,0.6280487804878049,0.22282608695652173,0.6280487804878049,0.18478260869565222,0.6295731707317073,0.1494565217391305,0.6432926829268293,0.2255434782608695,0.649390243902439,0.1875,0.6646341463414634,0.16032608695652173,0.6265243902439024,0.2961956521739131,0.6295731707317073,0.29891304347826086,0.6234756097560976,0.2934782608695652
standing,0.8262195121951219,0.29891304347826086,0.836890243902439,0.27717391304347827,0.8292682926829268,0.27717391304347827,0.0,0.0,0.0,0.0,0.8445121951219512,0.27717391304347827,0.8521341463414634,0.24456521739130432,0.8460365853658537,0.2282608695652174,0.8323170731707317,0.21467391304347827,0.8292682926829268,0.1657608695652174,0.8338414634146342,0.11956521739130432,0.8445121951219512,0.2119565217391305,0.8323170731707317,0.1657608695652174,0.8353658536585366,0.11956521739130432,0.0,0.0,0.8277439024390244,0.30163043478260865,0.0,0.0
standing,0.3795731707317073,0.4782608695652174,0.39939024390243905,0.4211956521739131,0.4268292682926829,0.42663043478260865,0.4344512195121951,0.34510869565217395,0.0,0.0,0.3719512195121951,0.4157608695652174,0.3628048780487805,0.33967391304347827,0.36585365853658536,0.29891304347826086,0.4176829268292683,0.2934782608695652,0.4176829268292683,0.21739130434782605,0.42073170731707316,0.13858695652173914,0.38414634146341464,0.2934782608695652,0.3780487804878049,0.21467391304347827,0.37652439024390244,0.17663043478260865,0.3780487804878049,0.4836956521739131,0.38414634146341464,0.4836956521739131,0.4070121951219512,0.4755434782608695
standing,0.6189024390243902,0.8885869565217391,0.6600609756097561,0.8016304347826086,0.6509146341463414,0.8125,0.0,0.0,0.0,0.0,0.6692073170731707,0.7934782608695652,0.6371951219512195,0.6630434782608696,0.5716463414634146,0.5788043478260869,0.6204268292682927,0.5326086956521738,0.5838414634146342,0.3152173913043478,0.538109756097561,0.125,0.6570121951219512,0.5380434782608696,0.6890243902439024,0.3152173913043478,0.7423780487804879,0.125,0.6189024390243902,0.907608695652174,0.6265243902439024,0.904891304347826,0.0,0.0
standing,0.5457317073170732,0.7527173913043479,0.5548780487804879,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.5579268292682927,0.6956521739130435,0.0,0.0,0.0,0.0,0.5442073170731707,0.5434782608695652,0.5289634146341463,0.41032608695652173,0.5304878048780488,0.2309782608695652,0.5457317073170732,0.5380434782608696,0.5289634146341463,0.41032608695652173,0.0,0.0,0.5457317073170732,0.7663043478260869,0.5503048780487805,0.7635869565217391,0.0,0.0
standing,0.4298780487804878,0.34239130434782605,0.4298780487804878,0.3369565217391305,0.4253048780487805,0.3369565217391305,0.4222560975609756,0.3342391304347826,0.4268292682926829,0.33967391304347827,0.43597560975609756,0.3369565217391305,0.43902439024390244,0.3369565217391305,0.0,0.0,0.42378048780487804,0.3070652173913043,0.4222560975609756,0.28260869565217395,0.42073170731707316,0.25815217391304346,0.4329268292682927,0.30434782608695654,0.43597560975609756,0.28260869565217395,0.43597560975609756,0.2554347826086957,0.42835365853658536,0.34510869565217395,0.4298780487804878,0.34510869565217395,0.42835365853658536,0.34510869565217395
standing,0.0,0.0,0.9207317073170732,0.34782608695652173,0.9146341463414634,0.34510869565217395,0.9192073170731707,0.3288043478260869,0.9283536585365854,0.3342391304347826,0.926829268292683,0.34782608695652173,0.9359756097560976,0.3288043478260869,0.9253048780487805,0.3342391304347826,0.9176829268292683,0.3097826086956522,0.9253048780487805,0.27989130434782605,0.9298780487804879,0.25,0.9253048780487805,0.3097826086956522,0.9253048780487805,0.27989130434782605,0.9253048780487805,0.2527173913043478,0.0,0.0,0.0,0.0,0.9192073170731707,0.3559782608695652
standing,0.7362804878048781,0.34510869565217395,0.7271341463414634,0.3315217391304348,0.7240853658536586,0.3288043478260869,0.7301829268292683,0.30434782608695654,0.7423780487804879,0.30163043478260865,0.7301829268292683,0.3315217391304348,0.7362804878048781,0.3097826086956522,0.7439024390243902,0.30434782608695654,0.7301829268292683,0.27989130434782605,0.7332317073170732,0.24728260869565222,0.7332317073170732,0.22010869565217395,0.7362804878048781,0.28260869565217395,0.7439024390243902,0.2527173913043478,0.739329268292683,0.22010869565217395,0.7347560975609756,0.34782608695652173,0.0,0.0,0.7301829268292683,0.34782608695652173
standing,0.7896341463414634,0.34782608695652173,0.7942073170731707,0.33967391304347827,0.7835365853658537,0.3369565217391305,0.7804878048780488,0.32336956521739135,0.0,0.0,0.8033536585365854,0.34239130434782605,0.8109756097560976,0.32336956521739135,0.7987804878048781,0.3369565217391305,0.7926829268292683,0.2907608695652174,0.7972560975609756,0.2554347826086957,0.801829268292683,0.22282608695652173,0.8064024390243902,0.2961956521739131,0.8109756097560976,0.25815217391304346,0.8140243902439024,0.22010869565217395,0.7865853658536586,0.3532608695652174,0.7911585365853658,0.3532608695652174,0.7850609756097561,0.3505434782608695
standing,0.9542682926829268,0.3070652173913043,0.9664634146341463,0.2880434782608695,0.9573170731707317,0.2880434782608695,0.9603658536585366,0.25815217391304346,0.9527439024390244,0.25815217391304346,0.9740853658536586,0.2880434782608695,0.9878048780487805,0.25815217391304346,0.9908536585365854,0.2282608695652174,0.9664634146341463,0.23913043478260865,0.9512195121951219,0.20108695652173914,0.9405487804878049,0.1657608695652174,0.9801829268292683,0.23641304347826086,0.9847560975609756,0.20108695652173914,0.9954268292682927,0.16032608695652173,0.0,0.0,0.9557926829268293,0.3097826086956522,0.0,0.0
standing,0.1173780487804878,0.27717391304347827,0.11128048780487805,0.2663043478260869,0.10518292682926829,0.2663043478260869,0.09603658536585366,0.24728260869565222,0.0,0.0,0.11890243902439024,0.2663043478260869,0.12804878048780488,0.2690217391304348,0.12347560975609756,0.28260869565217395,0.10518292682926829,0.23369565217391308,0.10518292682926829,0.2092391304347826,0.10213414634146341,0.1875,0.11280487804878049,0.23369565217391308,0.10823170731707317,0.2065217391304348,0.10060975609756098,0.18206521739130432,0.11585365853658537,0.27989130434782605,0.1173780487804878,0.27989130434782605,0.11280487804878049,0.27989130434782605
standing,0.07926829268292683,0.2744565217391305,0.07317073170731707,0.2554347826086957,0.06402439024390244,0.2554347826086957,0.0625,0.2309782608695652,0.07621951219512195,0.21739130434782605,0.08231707317073171,0.2554347826086957,0.08231707317073171,0.23369565217391308,0.08384146341463415,0.22282608695652173,0.05945121951219512,0.21467391304347827,0.05030487804878049,0.18478260869565222,0.039634146341463415,0.1494565217391305,0.07317073170731707,0.21467391304347827,0.08384146341463415,0.20108695652173914,0.08536585365853659,0.1630434782608695,0.07774390243902439,0.27989130434782605,0.07926829268292683,0.27717391304347827,0.07164634146341463,0.2744565217391305
standing,0.8704268292682927,0.3070652173913043,0.8871951219512195,0.2934782608695652,0.8810975609756098,0.2934782608695652,0.8871951219512195,0.2554347826086957,0.8826219512195121,0.24184782608695654,0.8948170731707317,0.2961956521739131,0.8948170731707317,0.2554347826086957,0.8810975609756098,0.23913043478260865,0.8948170731707317,0.2309782608695652,0.8826219512195121,0.20108695652173914,0.8734756097560976,0.17119565217391308,0.9085365853658537,0.2309782608695652,0.9253048780487805,0.19021739130434778,0.9390243902439024,0.1494565217391305,0.0,0.0,0.8704268292682927,0.3125,0.0,0.0
standing,0.8353658536585366,0.3342391304347826,0.8262195121951219,0.32065217391304346,0.8216463414634146,0.3179347826086957,0.8246951219512195,0.2907608695652174,0.8323170731707317,0.2690217391304348,0.8307926829268293,0.32336956521739135,0.0,0.0,0.0,0.0,0.8262195121951219,0.2717391304347826,0.8307926829268293,0.24184782608695654,0.8307926829268293,0.2092391304347826,0.8353658536585366,0.2744565217391305,0.8399390243902439,0.24184782608695654,0.836890243902439,0.2119565217391305,0.8338414634146342,0.3369565217391305,0.0,0.0,0.8292682926829268,0.3369565217391305
standing,0.6570121951219512,0.23641304347826086,0.6646341463414634,0.22010869565217395,0.649390243902439,0.22010869565217395,0.6524390243902439,0.19293478260869568,0.6722560975609756,0.19293478260869568,0.6783536585365854,0.22010869565217395,0.6920731707317073,0.19293478260869568,0.6798780487804879,0.19021739130434778,0.6600609756097561,0.14130434782608692,0.6646341463414634,0.08695652173913049,0.6661585365853658,0.03532608695652173,0.6814024390243902,0.1440217391304348,0.6814024390243902,0.09239130434782605,0.6829268292682927,0.03804347826086951,0.6539634146341463,0.24184782608695654,0.6585365853658537,0.24184782608695654,0.0,0.0
standing,0.0,0.0,0.4070121951219512,0.9347826086956522,0.3948170731707317,0.9293478260869565,0.0,0.0,0.0,0.0,0.4222560975609756,0.9456521739130435,0.44359756097560976,0.8858695652173914,0.4344512195121951,0.8043478260869565,0.4115853658536585,0.8016304347826086,0.4222560975609756,0.7527173913043479,0.0,0.0,0.42835365853658536,0.8070652173913043,0.44664634146341464,0.7527173913043479,0.46646341463414637,0.7065217391304348,0.0,0.0,0.0,0.0,0.0,0.0
standing,0.7545731707317073,0.3532608695652174,0.7454268292682927,0.3369565217391305,0.7408536585365854,0.3369565217391305,0.7362804878048781,0.30434782608695654,0.7484756097560976,0.28532608695652173,0.75,0.3342391304347826,0.7515243902439024,0.3070652173913043,0.7591463414634146,0.30434782608695654,0.7423780487804879,0.27989130434782605,0.7591463414634146,0.24456521739130432,0.7637195121951219,0.19836956521739135,0.7423780487804879,0.27989130434782605,0.7301829268292683,0.25,0.7088414634146342,0.22010869565217395,0.7530487804878049,0.3586956521739131,0.0,0.0,0.7454268292682927,0.3559782608695652
standing,0.0,0.0,0.6219512195121951,0.2717391304347826,0.6295731707317073,0.2717391304347826,0.0,0.0,0.0,0.0,0.6128048780487805,0.2690217391304348,0.6097560975609756,0.25815217391304346,0.0,0.0,0.625,0.21739130434782605,0.6234756097560976,0.18478260869565222,0.6341463414634146,0.15217391304347827,0.6173780487804879,0.21739130434782605,0.6204268292682927,0.1875,0.6326219512195121,0.15489130434782605,0.0,0.0,0.0,0.0,0.6280487804878049,0.2961956521739131
standing,0.7835365853658537,0.33967391304347827,0.7942073170731707,0.3288043478260869,0.7896341463414634,0.3288043478260869,0.7804878048780488,0.32336956521739135,0.7804878048780488,0.3315217391304348,0.7987804878048781,0.3315217391304348,0.8094512195121951,0.3125,0.8094512195121951,0.2907608695652174,0.7957317073170732,0.2880434782608695,0.801829268292683,0.26358695652173914,0.8155487804878049,0.24728260869565222,0.801829268292683,0.2880434782608695,0.7987804878048781,0.26086956521739135,0.8003048780487805,0.23369565217391308,0.0,0.0,0.7850609756097561,0.34239130434782605,0.0,0.0
standing,0.9862804878048781,0.33967391304347827,0.975609756097561,0.3288043478260869,0.9847560975609756,0.32608695652173914,0.9908536585365854,0.29891304347826086,0.9923780487804879,0.27989130434782605,0.9649390243902439,0.3288043478260869,0.9588414634146342,0.3125,0.9603658536585366,0.2934782608695652,0.9801829268292683,0.2880434782608695,0.9801829268292683,0.26358695652173914,0.9817073170731707,0.23369565217391308,0.9695121951219512,0.2880434782608695,0.975609756097561,0.26358695652173914,0.975609756097561,0.23641304347826086,0.9847560975609756,0.34239130434782605,0.0,0.0,0.9817073170731707,0.34239130434782605
standing,0.7042682926829268,0.7907608695652174,0.7362804878048781,0.7336956521739131,0.6829268292682927,0.7255434782608696,0.6402439024390244,0.6494565217391304,0.6265243902439024,0.6304347826086957,0.7942073170731707,0.7445652173913043,0.8445121951219512,0.6521739130434783,0.8795731707317073,0.5842391304347826,0.7042682926829268,0.5190217391304348,0.7530487804878049,0.3532608695652174,0.7820121951219512,0.15217391304347827,0.760670731707317,0.5135869565217391,0.7545731707317073,0.3586956521739131,0.7804878048780488,0.15489130434782605,0.6951219512195121,0.8070652173913043,0.7149390243902439,0.8070652173913043,0.0,0.0
standing,0.4253048780487805,0.8206521739130435,0.42835365853658536,0.7554347826086957,0.3643292682926829,0.7527173913043479,0.3125,0.6548913043478262,0.23932926829268292,0.6114130434782609,0.4893292682926829,0.7472826086956521,0.5121951219512195,0.6331521739130435,0.47103658536585363,0.6711956521739131,0.3902439024390244,0.5108695652173914,0.43902439024390244,0.36684782608695654,0.4496951219512195,0.26086956521739135,0.4740853658536585,0.5027173913043479,0.5,0.3288043478260869,0.5182926829268293,0.13586956521739135,0.41615853658536583,0.8369565217391304,0.43902439024390244,0.8342391304347826,0.4009146341463415,0.8369565217391304
sitting,0.5350609756097561,0.7581521739130435,0.5167682926829268,0.7173913043478262,0.5015243902439024,0.7173913043478262,0.4771341463414634,0.7092391304347826,0.5015243902439024,0.7391304347826086,0.5320121951219512,0.7146739130434783,0.0,0.0,0.0,0.0,0.5060975609756098,0.5923913043478262,0.5213414634146342,0.5706521739130435,0.5274390243902439,0.4945652173913043,0.5335365853658537,0.5978260869565217,0.5823170731707317,0.5842391304347826,0.5396341463414634,0.5108695652173914,0.5304878048780488,0.7663043478260869,0.5365853658536586,0.7690217391304348,0.5167682926829268,0.7608695652173914
sitting,0.47865853658536583,0.6793478260869565,0.4496951219512195,0.6521739130434783,0.4329268292682927,0.6494565217391304,0.4481707317073171,0.5652173913043479,0.46646341463414637,0.625,0.4679878048780488,0.6576086956521738,0.4771341463414634,0.5923913043478262,0.49847560975609756,0.6086956521739131,0.4222560975609756,0.5380434782608696,0.4634146341463415,0.5326086956521738,0.45884146341463417,0.4211956521739131,0.4527439024390244,0.5516304347826086,0.5015243902439024,0.5543478260869565,0.4969512195121951,0.4375,0.4725609756097561,0.6875,0.47865853658536583,0.6902173913043479,0.45884146341463417,0.6847826086956521
sitting,0.21951219512195122,0.5652173913043479,0.20121951219512196,0.5135869565217391,0.1798780487804878,0.5081521739130435,0.19969512195121952,0.41032608695652173,0.23932926829268292,0.3940217391304348,0.22408536585365854,0.5190217391304348,0.24542682926829268,0.4619565217391305,0.2621951219512195,0.4211956521739131,0.19054878048780488,0.3804347826086957,0.22408536585365854,0.3695652173913043,0.24542682926829268,0.23641304347826086,0.22865853658536586,0.3994565217391305,0.2728658536585366,0.38315217391304346,0.25152439024390244,0.2554347826086957,0.21341463414634146,0.5760869565217391,0.0,0.0,0.19359756097560976,0.5679347826086957
