position,noseX,noseY,neckX,neckY,rshoulderX,rshoulderY,relbowX,relbowY,rwristX,rwristY,lshoulderX,lshoulderY,lelbowX,lelbowY,lwristX,lwristY,midhipX,midhipY,rhipX,rhipY,rkneeX,rkneeY,rankleX,rankleY,lhipX,lhipY,lkneeX,lkneeY,lankleX,lankleY,reyeX,reyeY,leyeX,leyeY
standing,0.4537037037037037,0.8369565217391304,0.44907407407407407,0.75,0.4166666666666667,0.7445652173913043,0.4074074074074074,0.6413043478260869,0.3425925925925926,0.6086956521739131,0.4861111111111111,0.75,0.5046296296296297,0.6467391304347826,0.5648148148148148,0.6141304347826086,0.4398148148148148,0.5489130434782609,0.4444444444444444,0.38586956521739135,0.4583333333333333,0.20108695652173914,0.48148148148148145,0.5489130434782609,0.47685185185185186,0.3913043478260869,0.48148148148148145,0.26086956521739135,0.4444444444444444,0.8478260869565217,0.46296296296296297,0.8478260869565217,0.4305555555555556,0.8315217391304348
standing,0.6620370370370371,0.5923913043478262,0.6944444444444444,0.5760869565217391,0.6851851851851852,0.5706521739130435,0.6666666666666666,0.5054347826086957,0.6296296296296297,0.4945652173913043,0.6990740740740741,0.5760869565217391,0.6666666666666666,0.5054347826086957,0.6157407407407407,0.4836956521739131,0.6990740740740741,0.3967391304347826,0.7083333333333334,0.2663043478260869,0.7361111111111112,0.14130434782608692,0.7222222222222222,0.3967391304347826,0.7175925925925926,0.2663043478260869,0.7407407407407407,0.13586956521739135,0.6620370370370371,0.6032608695652174,0.6666666666666666,0.6032608695652174,0.0,0.0
sitting,0.7268518518518519,0.8043478260869565,0.7592592592592593,0.6956521739130435,0.6851851851851852,0.6847826086956521,0.6666666666666666,0.4782608695652174,0.6990740740740741,0.5597826086956521,0.8240740740740741,0.7010869565217391,0.8564814814814815,0.5923913043478262,0.8842592592592593,0.5,0.7222222222222222,0.3586956521739131,0.0,0.0,0.0,0.0,0.8240740740740741,0.4347826086956522,0.8425925925925926,0.3369565217391305,0.8564814814814815,0.07065217391304346,0.7175925925925926,0.8315217391304348,0.7407407407407407,0.8260869565217391,0.0,0.0
standing,0.6296296296296297,0.29891304347826086,0.6342592592592593,0.28260869565217395,0.625,0.28260869565217395,0.6203703703703703,0.2554347826086957,0.6203703703703703,0.23369565217391308,0.6481481481481481,0.28260869565217395,0.6574074074074074,0.2554347826086957,0.6527777777777778,0.23369565217391308,0.6296296296296297,0.2282608695652174,0.625,0.19565217391304346,0.625,0.15760869565217395,0.6435185185185185,0.2282608695652174,0.6435185185185185,0.19021739130434778,0.6388888888888888,0.15760869565217395,0.6296296296296297,0.30434782608695654,0.6342592592592593,0.29891304347826086,0.625,0.29891304347826086
standing,0.33796296296296297,0.9184782608695652,0.24074074074074073,0.7989130434782609,0.3425925925925926,0.7989130434782609,0.4398148148148148,0.6684782608695652,0.5138888888888888,0.6086956521739131,0.125,0.7880434782608696,0.10648148148148148,0.6576086956521738,0.0,0.0,0.3472222222222222,0.5217391304347826,0.2638888888888889,0.3695652173913043,0.30092592592592593,0.11956521739130432,0.23148148148148148,0.5,0.2777777777777778,0.3804347826086957,0.0,0.0,0.32407407407407407,0.9347826086956522,0.0,0.0,0.2916666666666667,0.907608695652174
standing,0.0,0.0,0.4027777777777778,0.4184782608695652,0.4305555555555556,0.4184782608695652,0.4351851851851852,0.34782608695652173,0.4305555555555556,0.29891304347826086,0.37037037037037035,0.4130434782608695,0.3611111111111111,0.34239130434782605,0.35648148148148145,0.2934782608695652,0.4212962962962963,0.2880434782608695,0.4166666666666667,0.21739130434782605,0.4212962962962963,0.14130434782608692,0.37962962962962965,0.2880434782608695,0.37962962962962965,0.2119565217391305,0.37962962962962965,0.1630434782608695,0.0,0.0,0.0,0.0,0.4027777777777778,0.46739130434782605
standing,0.6157407407407407,0.8913043478260869,0.6574074074074074,0.8043478260869565,0.6435185185185185,0.8097826086956521,0.0,0.0,0.0,0.0,0.6666666666666666,0.7989130434782609,0.6342592592592593,0.6576086956521738,0.5694444444444444,0.5760869565217391,0.6666666666666666,0.5434782608695652,0.5833333333333334,0.32065217391304346,0.5416666666666666,0.13586956521739135,0.6435185185185185,0.5434782608695652,0.6898148148148148,0.32065217391304346,0.75,0.11413043478260865,0.0,0.0,0.6203703703703703,0.907608695652174,0.0,0.0
sitting,0.33796296296296297,0.8532608695652174,0.3472222222222222,0.7608695652173914,0.2824074074074074,0.7663043478260869,0.25925925925925924,0.6141304347826086,0.3472222222222222,0.5489130434782609,0.4027777777777778,0.7554347826086957,0.41203703703703703,0.6467391304347826,0.38425925925925924,0.5597826086956521,0.3194444444444444,0.5217391304347826,0.3472222222222222,0.45108695652173914,0.30092592592592593,0.17391304347826086,0.39814814814814814,0.5434782608695652,0.4074074074074074,0.4347826086956522,0.48148148148148145,0.19021739130434778,0.32407407407407407,0.875,0.35185185185185186,0.8695652173913043,0.3101851851851852,0.8586956521739131
standing,0.0,0.0,0.5416666666666666,0.5597826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.4565217391304348,0.5509259259259259,0.3913043478260869,0.5648148148148148,0.3097826086956522,0.5370370370370371,0.4565217391304348,0.5370370370370371,0.3913043478260869,0.5601851851851852,0.2880434782608695,0.0,0.0,0.0,0.0,0.0,0.0
standing,0.7777777777777778,0.3532608695652174,0.7870370370370371,0.3369565217391305,0.7685185185185185,0.3369565217391305,0.7592592592592593,0.3097826086956522,0.7592592592592593,0.29891304347826086,0.8009259259259259,0.34239130434782605,0.8055555555555556,0.3152173913043478,0.8009259259259259,0.30434782608695654,0.7777777777777778,0.2880434782608695,0.7824074074074074,0.26086956521739135,0.7824074074074074,0.21739130434782605,0.7916666666666666,0.2934782608695652,0.8009259259259259,0.26086956521739135,0.8009259259259259,0.22282608695652173,0.7731481481481481,0.3586956521739131,0.7824074074074074,0.3586956521739131,0.7592592592592593,0.3532608695652174
