position,noseX,noseY,neckX,neckY,rshoulderX,rshoulderY,relbowX,relbowY,rwristX,rwristY,lshoulderX,lshoulderY,lelbowX,lelbowY,lwristX,lwristY,midhipX,midhipY,rhipX,rhipY,rkneeX,rkneeY,rankleX,rankleY,lhipX,lhipY,lkneeX,lkneeY,lankleX,lankleY,reyeX,reyeY,leyeX,leyeY
laying,0.2037037037037037,0.6902173913043479,0.25925925925925924,0.5434782608695652,0.21296296296296297,0.48913043478260865,0.0,0.0,0.0,0.0,0.2916666666666667,0.5978260869565217,0.0,0.0,0.0,0.0,0.5046296296296297,0.4402173913043478,0.7407407407407407,0.7554347826086957,0.7824074074074074,0.34239130434782605,0.5370370370370371,0.5108695652173914,0.7546296296296297,0.7554347826086957,0.8888888888888888,0.38586956521739135,0.18055555555555555,0.6739130434782609,0.18981481481481483,0.7010869565217391,0.16203703703703703,0.5706521739130435
sitting,0.0,0.0,0.11574074074074074,0.7608695652173914,0.12037037037037036,0.7608695652173914,0.12037037037037036,0.7391304347826086,0.13425925925925927,0.7228260869565217,0.1111111111111111,0.7663043478260869,0.0,0.0,0.0,0.0,0.10648148148148148,0.7173913043478262,0.10185185185185185,0.6793478260869565,0.09722222222222222,0.6304347826086957,0.09722222222222222,0.7173913043478262,0.09259259259259259,0.6793478260869565,0.08333333333333333,0.6358695652173914,0.0,0.0,0.0,0.0,0.125,0.7771739130434783
sitting,0.0,0.0,0.23148148148148148,0.7989130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.22685185185185186,0.7989130434782609,0.0,0.0,0.0,0.0,0.23148148148148148,0.7336956521739131,0.24074074074074073,0.7010869565217391,0.24074074074074073,0.6576086956521738,0.2222222222222222,0.7336956521739131,0.22685185185185186,0.6956521739130435,0.22685185185185186,0.6576086956521738,0.0,0.0,0.0,0.0,0.0,0.0
standing,0.4444444444444444,0.8369565217391304,0.44907407407407407,0.75,0.41203703703703703,0.75,0.39814814814814814,0.6358695652173914,0.3472222222222222,0.6086956521739131,0.4861111111111111,0.7554347826086957,0.5046296296296297,0.6467391304347826,0.5555555555555556,0.6195652173913043,0.4351851851851852,0.5543478260869565,0.44907407407407407,0.3967391304347826,0.4583333333333333,0.23369565217391308,0.48148148148148145,0.5597826086956521,0.4722222222222222,0.40217391304347827,0.47685185185185186,0.3097826086956522,0.4351851851851852,0.8478260869565217,0.4537037037037037,0.8478260869565217,0.4305555555555556,0.8369565217391304
standing,0.6574074074074074,0.5923913043478262,0.6944444444444444,0.5706521739130435,0.6898148148148148,0.5652173913043479,0.6666666666666666,0.4836956521739131,0.6203703703703703,0.4836956521739131,0.6990740740740741,0.5760869565217391,0.6666666666666666,0.5163043478260869,0.6203703703703703,0.4945652173913043,0.6990740740740741,0.3967391304347826,0.6990740740740741,0.2663043478260869,0.7361111111111112,0.1467391304347826,0.7175925925925926,0.3967391304347826,0.7175925925925926,0.2663043478260869,0.7407407407407407,0.13586956521739135,0.0,0.0,0.6620370370370371,0.6032608695652174,0.0,0.0
sitting,0.7222222222222222,0.8152173913043479,0.7546296296296297,0.7010869565217391,0.6851851851851852,0.6956521739130435,0.6620370370370371,0.5108695652173914,0.6990740740740741,0.5760869565217391,0.8194444444444444,0.7065217391304348,0.8518518518518519,0.5923913043478262,0.8796296296296297,0.5,0.7129629629629629,0.4184782608695652,0.0,0.0,0.0,0.0,0.8194444444444444,0.4347826086956522,0.8425925925925926,0.3586956521739131,0.8564814814814815,0.09239130434782605,0.7129629629629629,0.8315217391304348,0.7407407407407407,0.8315217391304348,0.0,0.0
sitting,0.3194444444444444,0.6847826086956521,0.25,0.5489130434782609,0.25462962962962965,0.5489130434782609,0.26851851851851855,0.3532608695652174,0.33796296296296297,0.27717391304347827,0.24537037037037038,0.5543478260869565,0.2777777777777778,0.3695652173913043,0.32407407407407407,0.3315217391304348,0.25,0.24456521739130432,0.4166666666666667,0.19565217391304346,0.3611111111111111,0.021739130434782594,0.26851851851851855,0.26086956521739135,0.38425925925925924,0.2065217391304348,0.0,0.0,0.3055555555555556,0.7010869565217391,0.0,0.0,0.2638888888888889,0.6847826086956521
standing,0.625,0.2934782608695652,0.6342592592592593,0.27717391304347827,0.6203703703703703,0.27717391304347827,0.6157407407407407,0.25,0.6157407407407407,0.2282608695652174,0.6435185185185185,0.27717391304347827,0.6527777777777778,0.25,0.6527777777777778,0.2282608695652174,0.625,0.22282608695652173,0.625,0.18478260869565222,0.6296296296296297,0.1467391304347826,0.6435185185185185,0.22282608695652173,0.6435185185185185,0.18478260869565222,0.6527777777777778,0.15760869565217395,0.6203703703703703,0.29891304347826086,0.625,0.29891304347826086,0.0,0.0
standing,0.9120370370370371,0.2934782608695652,0.9212962962962963,0.28260869565217395,0.9166666666666666,0.27717391304347827,0.9120370370370371,0.2554347826086957,0.9120370370370371,0.25,0.9305555555555556,0.28260869565217395,0.9351851851851852,0.26086956521739135,0.9351851851851852,0.24456521739130432,0.9212962962962963,0.23913043478260865,0.9212962962962963,0.2119565217391305,0.9212962962962963,0.18478260869565222,0.9351851851851852,0.24456521739130432,0.9398148148148148,0.21739130434782605,0.9537037037037037,0.19021739130434778,0.9120370370370371,0.29891304347826086,0.9166666666666666,0.2934782608695652,0.0,0.0
standing,0.3333333333333333,0.9130434782608696,0.24074074074074073,0.7934782608695652,0.3425925925925926,0.7880434782608696,0.44907407407407407,0.6576086956521738,0.5324074074074074,0.5978260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.3425925925925926,0.5054347826086957,0.3611111111111111,0.375,0.37962962962962965,0.2554347826086957,0.20833333333333334,0.48913043478260865,0.26851851851851855,0.3532608695652174,0.3055555555555556,0.13043478260869568,0.32407407407407407,0.9293478260869565,0.0,0.0,0.28703703703703703,0.9130434782608696
